timestamp,datetime,instrument_name,underlying_price,forward_price,mark_iv,bid_iv,ask_iv,bid_price,ask_price,mid_price,mark_price,last_price,open_interest,volume,creation_timestamp
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-400000-P,110448.13,106132.16,64.39,,,,,,2.62252101,3.73,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-30000-C,107237.77,106132.16,119.78,,,0.7195,0.7215,0.7205,0.72043534,0.713,11.4,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-50000-P,110448.13,106132.16,61.76,,,0.005,0.006,0.0055,0.00549924,0.0055,916.9,14.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-13JUN25-111000-P,106361.57,106132.16,38.8,,,0.0515,0.055,0.05325,0.05375322,0.0715,37.6,10.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-103500-C,106141.18876171448,106132.16,42.98,,,0.024,0.0265,0.02525,0.02491672,0.028,10.5,11.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-92000-C,106194.12292057149,106132.16,68.23,,,0.129,0.139,0.134,0.13371588,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-6JUN25-118000-C,106220.59,106132.16,47.23,,,0.0001,0.0002,0.00015,0.00014055,0.0002,370.8,44.4,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-114000-C,106194.12292057149,106132.16,42.59,,,0.0001,0.0003,0.0002,0.00020378,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-6JUN25-120000-P,106217.56,106132.16,53.72,,,0.1055,0.153,0.12925,0.12980102,0.109,0.1,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-29AUG25-160000-P,108012.2588888889,106132.16,49.16,,,0.4335,0.552,0.49275,0.48753856,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-120000-C,106194.12292057149,106132.16,55.8,,,,0.0002,,3.469e-05,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-124000-P,107237.77,106132.16,45.0,,,0.1325,0.23,0.18125,0.17622114,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26SEP25-100000-P,108631.85,106132.16,45.82,,,0.063,0.0645,0.06375,0.06361882,0.064,1118.4,312.9,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-130000-C,110451.16,106132.16,48.33,,,0.083,0.0845,0.08375,0.08372889,0.0805,838.5,108.2,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-94000-P,107237.77,106132.16,45.17,,,0.02,0.0205,0.02025,0.02017715,0.02,485.8,130.1,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-150000-P,110448.13,106132.16,49.16,,,0.3455,0.4875,0.4165,0.40677845,0.4245,4.4,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-20JUN25-135000-C,106502.375,106132.16,48.31,,,0.0004,0.0006,0.0005,0.00048682,0.0004,28.5,0.2,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-29AUG25-85000-C,108012.2588888889,106132.16,47.92,,,0.228,0.231,0.2295,0.22955101,0.218,20.1,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-4JUN25-111000-C,106167.65584114299,106132.16,38.43,,,0.0001,0.0003,0.0002,0.00019439,0.0002,27.1,15.2,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-90000-C,112215.37,106132.16,49.21,,,0.2745,0.2795,0.277,0.27606923,0.268,93.0,0.6,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26SEP25-90000-P,108631.85,106132.16,46.72,,,0.0325,0.0335,0.033,0.03300621,0.0325,581.7,17.7,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-85000-P,112215.37,106132.16,49.53,,,0.062,0.0635,0.06275,0.06249901,0.069,95.5,15.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-50000-P,112215.37,106132.16,58.32,,,0.0085,0.0095,0.009,0.00923894,0.01,238.6,0.7,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-105000-C,106194.12292057149,106132.16,35.29,,,0.017,0.0185,0.01775,0.01746226,0.0195,9.3,9.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-20000-C,112215.37,106132.16,81.38,,,0.8215,0.824,0.82275,0.82270903,0.8205,5.3,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-4JUN25-107000-P,106167.65584114299,106132.16,34.37,,,0.012,0.013,0.0125,0.01250413,0.011,1.8,1.8,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27JUN25-160000-P,106640.15,106132.16,62.26,,,0.498,0.5025,0.50025,0.50065664,0.4931,139.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27JUN25-200000-C,106640.15,106132.16,85.0,,,0.0001,0.0003,0.0002,0.00017817,0.0003,4027.1,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-6JUN25-100000-P,106220.59,106132.16,43.61,,,0.0011,0.0012,0.00115,0.00123921,0.0012,1617.6,110.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-4JUN25-112000-C,106167.65584114299,106132.16,39.34,,,,0.0002,,7.501e-05,0.0001,10.1,10.1,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26SEP25-240000-C,108631.85,106132.16,58.55,,,0.0012,0.0014,0.0013,0.00127928,0.0013,740.0,3.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-160000-P,107237.77,106132.16,50.35,,,0.442,0.552,0.497,0.4934232,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-90000-P,112215.37,106132.16,49.21,,,0.077,0.079,0.078,0.07806559,0.0815,106.6,50.9,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-13JUN25-90000-P,106361.57,106132.16,52.95,,,0.0008,0.0011,0.00095,0.00093556,0.001,221.4,25.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-13JUN25-103000-P,106361.57,106132.16,38.92,,,0.0125,0.013,0.01275,0.01280125,0.012,80.6,18.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-94000-P,106141.18876171448,106132.16,79.3,,,,0.0001,,0.0,0.0001,4.7,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-86000-P,107237.77,106132.16,48.3,,,0.0085,0.009,0.00875,0.00900147,0.009,393.5,25.8,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-108000-P,106141.18876171448,106132.16,31.97,,,0.012,0.027,0.0195,0.01755415,0.0345,0.1,0.4,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-96000-P,106194.12292057149,106132.16,58.74,,,0.0001,0.0003,0.0002,0.00021314,0.0005,1.1,1.1,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-60000-C,107234.74,106132.16,71.68,,,0.44,0.443,0.4415,0.44168699,0.4505,12.3,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-114000-P,106141.18876171448,106132.16,51.71,,,0.067,0.102,0.0845,0.07404111,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-20JUN25-101000-C,106502.375,106132.16,40.67,,,0.065,0.0675,0.06625,0.0661623,0.058,1.0,1.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26SEP25-55000-P,108631.85,106132.16,63.54,,,0.0025,0.003,0.00275,0.00272504,0.003,455.1,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-98000-C,106194.12292057149,106132.16,50.58,,,0.0705,0.0845,0.0775,0.07745651,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-4JUN25-104000-C,106167.65584114299,106132.16,36.29,,,0.021,0.024,0.0225,0.02221727,0.0225,10.1,5.9,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-120000-C,107234.74,106132.16,44.62,,,0.0265,0.0275,0.027,0.02696185,0.0265,3188.9,48.7,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27MAR26-65000-C,112215.37,106132.16,53.29,,,0.441,0.446,0.4435,0.44372873,0.454,1.9,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-20JUN25-96000-P,106502.375,106132.16,43.01,,,0.0055,0.0065,0.006,0.00595228,0.006,37.7,7.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-99000-P,106141.18876171448,106132.16,52.33,,,,0.0001,,0.0,0.0001,46.3,23.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-20JUN25-125000-C,106502.375,106132.16,42.73,,,0.0016,0.0019,0.00175,0.00172685,0.0017,54.8,1.3,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27JUN25-220000-C,106640.15,106132.16,96.22,,,0.0001,0.0003,0.0002,0.00017814,0.0001,2128.2,61.1,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27JUN25-200000-P,106640.15,106132.16,85.0,,,0.872,0.8785,0.87525,0.87555032,1.1,0.3,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26SEP25-85000-C,108628.82,106132.16,47.7,,,0.239,0.242,0.2405,0.24059817,0.238,471.7,0.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-115000-C,110451.16,106132.16,47.92,,,0.1255,0.127,0.12625,0.12618537,0.124,285.1,1.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-29AUG25-118000-P,108012.2588888889,106132.16,45.49,,,0.142,0.1485,0.14525,0.14605451,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-3JUN25-109000-P,106141.18876171448,106132.16,41.74,,,0.018,0.04,0.029,0.02695174,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-13JUN25-116000-C,106358.54,106132.16,39.77,,,0.003,0.0034,0.0032,0.0031442,0.0035,95.4,15.9,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-13JUN25-108000-C,106361.57,106132.16,38.68,,,0.019,0.0195,0.01925,0.01906338,0.019,219.3,64.5,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-27JUN25-115000-P,106640.15,106132.16,42.06,,,0.093,0.0955,0.09425,0.09450976,0.0923,317.2,12.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-5JUN25-122000-C,106194.12292057149,106132.16,59.44,,,,0.0002,,1.976e-05,,0.0,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-25JUL25-95000-C,107234.74,106132.16,44.9,,,0.135,0.1375,0.13625,0.1364313,0.125,1.5,0.3,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-26DEC25-20000-C,110448.13,106132.16,88.4,,,0.8185,0.8205,0.8195,0.8193607,0.8265,20.6,0.0,1748918018496
1748918019373,2025-06-03 10:33:39,BTC-4JUN25-101000-C,106167.65584114299,106132.16,44.53,,,0.042,0.053,0.0475,0.04892978,0.051,0.1,0.1,1748918018496
